Economy,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Electricity production from coal sources (% of total),"Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Coastal protection,Cooling Degree Days,Heat Index 35,Heating Degree Days,Land Surface Temperature,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Population density (people per sq. km of land area),Proportion of bodies of water with good ambient water quality,Standardised Precipitation-Evapotranspiration Index,Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)",Food production index (2014-2016 = 100),"Adjusted savings, natural resources depletion (% of GNI)","Adjusted savings, net forest depletion (% of GNI)","Annual freshwater withdrawals, total (% of internal resources)",Forest area (% of land area),"Mammal species, threatened",Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss
Norway,2013,7.0275,46.8777,9.2286,-21.1518,9.7905,3.8187,62.1666,12.2384,0.1119,-535.3411,4.14,6047.1806,65.6117,97.6982,56.6,56.82,5.78,0.0,10219.79,0.1874,2.0941,13.9121,,-0.0512,2.7036,1.253,95.62,6.2337,0.0,0.7209,33.2091,,4.7,33069.4424
Norway,2014,7.0927,46.9905,9.147,-18.9667,9.5799,3.8248,61.9543,12.0599,0.1106,-596.9993,3.75,5525.576,58.7135,97.6733,55.8,56.82,35.09,0.0,9547.78,0.3707,2.1131,14.0704,,-0.4854,2.7027,1.3834,98.85,5.7419,0.0,0.7274,33.2318,,4.8,39148.9622
Norway,2015,6.7521,47.9542,9.2422,-15.2627,9.5577,3.8676,62.8932,12.1214,0.1045,-719.2085,3.31,4930.4814,67.1991,97.7069,56.5,56.82,2.86,0.0,9779.87,0.1875,2.0634,14.2079,,1.7187,2.7,1.4818,100.13,3.7779,0.0,0.7103,33.2456,,4.8,36638.8462
Norway,2016,6.2306,47.3711,9.0498,-13.8216,9.4392,3.8402,62.2138,11.8853,0.098,-647.7633,3.6,5368.5765,0.0,97.818,57.7,59.21,4.57,0.0,9967.91,0.6875,2.0136,14.3354,,0.2273,2.6939,2.0339,101.03,2.8845,0.0,0.6932,33.2711,,5.0,60081.686
Norway,2017,6.5216,47.4084,8.984,-16.0802,9.182,3.8483,61.9913,11.7475,0.1244,-626.8608,3.74,5673.5093,0.0,97.8493,58.9,56.18,0.67,0.0,10227.92,-1.0629,2.0461,14.4526,100.0,1.8861,2.698,1.9188,101.35,4.0173,0.0,0.7044,33.2945,,5.1,57916.6396
Norway,2018,6.6961,46.6404,8.7803,-13.1117,9.0543,3.8503,61.1188,11.506,0.121,-597.2652,3.65,5539.1901,0.0,97.7968,58.9,54.39,50.13,0.0,10047.77,0.3128,2.0444,14.5489,,-0.6748,2.7013,1.8112,96.64,5.423,0.0,0.7038,33.3173,8.0,5.1,59219.4712
Norway,2019,6.3812,45.3466,8.4793,-8.8348,8.7824,3.8458,59.5497,11.1352,0.1208,-596.9588,3.43,5220.6887,0.0,97.7822,59.8,51.52,21.48,0.0,10213.93,-0.6264,2.0429,14.648,,1.2143,2.6959,1.7825,101.62,4.5813,0.0,0.7033,33.3399,,5.0,64784.1721
Norway,2020,6.0559,43.7079,8.1249,-15.9634,8.8206,3.8578,57.8321,10.7505,0.1173,-648.6591,3.44,5145.7222,0.0,98.4305,60.9,61.23,15.22,0.0,9482.43,-0.1253,2.0413,14.7672,100.0,1.7328,2.7066,1.8439,101.36,3.181,0.0,0.7027,33.4354,,5.7,68362.8482
Poland,2012,24.1305,319.7269,8.3999,-45.0057,52.0026,26.8136,405.0957,10.6427,84.1352,31.7024,4.24,2563.6909,91.0808,10.7619,10.9,56.38,295.95,0.0,6741.85,12.9376,39.6954,124.3001,,-0.5258,47.4463,2.9856,96.02,0.4432,0.0,21.3955,30.5839,,,54895.9275
Poland,2013,23.1892,315.0899,8.2831,-47.1545,51.7124,26.1695,399.1533,10.4929,84.918,26.5012,4.2,2567.1821,91.0927,10.7619,11.4,56.38,245.39,0.0,6663.05,13.3125,38.9062,124.2291,,0.2629,47.0592,3.2265,95.19,0.3407,0.0,20.9701,30.6443,,34.2,35014.6838
Poland,2014,23.4338,302.5703,7.9599,-39.7322,50.2073,25.9213,385.4238,10.1396,82.7058,29.6786,3.9,2473.7977,90.0737,12.8767,11.6,56.38,279.8,0.0,5957.07,14.4376,36.7982,124.1443,,-0.5752,47.108,2.9712,101.74,0.2689,0.0,19.834,30.7058,,29.3,56279.5252
Poland,2015,22.414,305.7942,8.0501,-36.167,50.1158,26.1729,387.923,10.2122,80.6104,30.1532,3.77,2498.7741,89.9818,14.1941,11.9,56.38,369.73,0.0,5929.87,14.9376,36.1648,124.0616,,-1.8883,46.9349,2.4836,96.53,0.202,0.0,19.4925,30.7652,,29.3,42742.6509
Poland,2016,21.2485,316.728,8.3415,-43.6188,49.867,26.9009,399.4495,10.5201,79.775,31.1609,3.83,2614.9716,0.0,13.9912,11.3,56.38,253.03,0.0,6240.57,14.0625,35.6144,124.0083,,-0.3191,46.9447,2.6238,101.73,0.177,0.0,19.1959,30.8142,,38.0,86510.7236
Poland,2017,22.2632,330.2221,8.6958,-44.3394,49.0445,27.4972,412.81,10.8706,78.2788,38.8224,3.81,2734.4273,0.0,14.4485,11.1,56.38,204.11,0.0,6317.26,13.4373,34.891,124.0237,50.23,0.8034,47.2321,2.9854,106.19,0.2406,0.0,18.806,30.8534,,38.1,96251.1217
Poland,2018,22.4094,329.6329,8.6803,-43.8061,49.4452,26.7003,411.6684,10.8406,78.2215,44.0701,3.77,2865.5268,0.0,12.9783,15.1,56.38,418.19,0.0,5939.96,15.9373,33.2226,124.0316,,-2.2642,47.3985,2.4156,102.62,0.2835,0.0,17.9067,30.8946,4.0,38.1,96846.1953
Poland,2019,18.7702,312.0707,8.2199,-25.2356,48.2804,26.701,392.6558,10.3424,73.4511,45.8817,3.48,2761.0725,0.0,15.9761,15.6,56.38,399.44,0.0,5663.28,15.4373,31.0972,124.0256,,-1.7845,47.4437,2.3703,101.5,0.1801,0.0,16.7612,30.9399,,38.1,76721.0742
Poland,2020,17.9583,296.8799,7.9135,-26.109,46.606,26.7344,375.6244,10.0124,69.2031,43.0495,3.44,2710.9561,0.0,18.3995,16.1,56.38,251.85,0.0,5722.89,14.4378,30.0,122.5484,72.17,-0.9661,48.1266,2.5684,111.87,0.1118,0.0,16.1698,30.977,,38.0,74958.8552
Portugal,2012,10.1152,49.7787,4.7341,-2.7836,11.0,3.1707,66.2532,6.3009,28.0753,85.1213,2.83,2039.17,75.8065,43.7843,25.5,98.85,789.35,0.0,3032.78,23.1861,17.7063,114.8034,,-1.0894,40.0088,1.92,91.81,0.0812,0.0,23.1906,35.7681,,,58236.2421
Portugal,2013,9.7683,48.1388,4.6034,-1.5971,10.8752,3.1669,64.6378,6.1811,22.9094,78.7824,2.86,2055.5882,73.4307,59.2374,30.2,98.85,910.04,0.0,3014.17,22.8121,17.5723,114.1561,,0.3338,40.4027,2.0419,94.28,0.0568,0.0,23.0151,35.8932,,7.4,51884.6705
Portugal,2014,9.5058,47.6708,4.5833,-4.1013,10.9874,3.1866,64.4135,6.193,22.6355,77.439,2.8,2035.4114,72.7806,61.369,30.5,98.85,650.57,0.0,2618.4,22.5619,17.4383,113.5418,,0.4055,39.9962,1.9766,93.66,0.0517,0.0,22.8395,36.024,,7.4,60259.2077
Portugal,2015,9.6425,51.7215,4.9934,-2.9042,11.1612,3.2809,68.8611,6.6481,28.0942,84.2773,2.85,2121.0873,77.4089,48.6663,27.2,98.85,842.08,0.0,2578.46,23.8119,17.3042,113.0725,,-1.8741,39.7222,1.9754,107.54,0.0204,0.0,22.664,36.155,,7.5,46096.3745
Portugal,2016,8.8377,50.523,4.8931,-0.7948,11.0847,3.3103,67.7448,6.561,20.9352,80.5911,2.77,2111.0971,0.0,55.5233,29.0,98.85,979.32,0.0,2807.54,22.8128,17.1702,112.7164,,0.2074,39.5066,1.9224,98.8,0.0148,0.0,22.4884,36.155,,9.1,94645.801
Portugal,2017,9.2552,55.1436,5.3536,13.8547,11.2645,3.4074,72.8197,7.0697,24.6774,87.1736,2.8,2209.9814,0.0,40.901,24.4,98.85,999.36,0.0,2478.12,24.8121,12.3799,112.4418,44.39,-2.2061,40.1001,1.9637,110.26,0.046,0.0,16.2144,36.155,,16.5,173894.2617
Portugal,2018,9.026,51.1078,4.9697,-4.2036,11.2953,3.3629,68.8776,6.6977,20.1321,85.339,2.63,2140.9756,0.0,51.3733,27.5,98.85,844.51,0.0,2944.21,22.9066,12.3157,112.2619,,0.4775,40.7919,1.9182,102.07,0.0858,0.0,16.1303,36.155,13.0,16.9,97437.2361
Portugal,2019,7.9826,46.4279,4.5136,-3.5202,11.4849,3.4126,64.5604,6.2764,10.4075,84.3565,2.53,2115.1857,0.0,54.2392,28.2,98.85,745.94,0.0,2652.85,23.4365,12.3157,112.2886,,-1.572,43.1253,1.9999,111.93,0.0935,0.0,16.1303,36.155,,16.9,36885.6574
Portugal,2020,8.4524,40.6444,3.9472,-3.7906,11.4945,3.347,58.6825,5.6989,4.4519,71.5092,2.56,1957.3055,0.0,59.6287,31.3,98.85,932.06,0.0,2509.92,23.1869,12.3157,112.4067,48.19,-0.8452,43.1661,2.1409,108.16,0.1774,0.097,16.1303,36.155,,17.1,62043.5131
Romania,2012,19.425,87.6338,4.369,-38.5145,19.8494,9.7934,119.3905,5.9523,38.8043,22.4979,3.29,1736.5762,76.6537,25.7383,21.5,74.93,880.57,0.01,6040.71,17.9377,6.0687,87.2013,,-1.3593,59.7035,4.5408,79.61,1.4229,0.0,15.295,28.9948,,,30649.2818
Romania,2013,17.8711,79.5312,3.9798,-38.6511,19.7566,9.9229,111.2215,5.5656,28.7902,18.2976,3.0,1590.1938,73.7616,34.8111,23.1,74.93,562.52,0.0,5721.69,17.5633,6.0088,86.8743,,-0.2336,60.4486,5.5097,98.45,1.212,0.0,15.1439,29.3291,,18.1,12945.9339
Romania,2014,17.9898,78.9902,3.9676,-49.3176,19.8603,10.1502,111.3112,5.591,27.1149,16.7185,2.85,1579.4066,73.0867,42.0262,24.3,74.93,461.12,0.0,5503.51,18.6877,5.8815,86.5307,,0.8922,60.1095,4.9483,103.07,0.9373,0.0,14.823,29.6582,,22.5,19481.5006
Romania,2015,17.4955,80.304,4.0526,-48.4795,19.7731,9.9235,112.2452,5.6645,27.4828,16.7628,2.78,1598.6918,39.0055,40.0863,23.7,74.93,722.2,0.0,5524.63,18.4384,6.0528,86.1249,,-1.0996,60.2312,4.4259,96.09,0.6032,0.0,15.2548,29.9937,,22.6,10906.4571
Romania,2016,16.5983,78.7065,3.9948,-50.577,19.6966,10.6249,111.5446,5.6615,24.5473,21.986,2.7,1604.6234,0.0,42.2055,24.4,74.93,600.79,0.0,5802.88,17.063,5.9676,85.6322,,0.3596,58.7665,4.2922,100.84,0.3622,0.0,15.0401,30.1158,,22.6,23045.4089
Romania,2017,17.0446,81.7983,4.1758,-48.779,19.7481,10.9553,115.2104,5.8815,26.2178,23.4945,2.62,1693.3736,0.0,38.324,23.4,74.93,626.07,0.0,5805.1,17.9373,6.3412,85.1387,59.87,-0.7701,58.145,4.4388,115.92,0.4773,0.0,15.9816,30.1158,,24.3,19187.2911
Romania,2018,17.172,83.0019,4.2622,-46.8386,19.4402,10.8324,116.06,5.9598,24.2786,24.3584,2.49,1717.1175,0.0,41.044,23.0,74.93,595.52,0.0,5499.15,18.0622,6.0069,84.64,,-0.7586,58.3015,4.5066,118.69,0.6434,0.0,15.1392,30.1158,9.0,24.3,18974.3875
Romania,2019,15.0073,81.1522,4.1892,-46.8404,19.3522,10.6618,113.9659,5.8831,23.0267,30.3564,2.37,1705.2578,0.0,42.0319,23.5,74.93,638.44,0.0,5199.85,18.812,6.5471,84.1953,,-1.6032,60.0921,4.3115,112.46,0.4754,0.0,16.5007,30.1158,,24.4,12266.1279
Romania,2020,14.8502,75.7011,3.9294,-49.2101,18.9253,10.7537,108.1538,5.6139,16.9503,28.1875,2.39,1669.6382,0.0,44.5646,24.1,74.93,596.74,0.0,5355.5,18.1848,6.9244,83.7328,64.66,-0.8845,56.7151,4.0718,86.87,0.2303,0.0,17.4516,30.1158,,24.4,27445.4512
Serbia,2012,30.3846,,,-4.8304,,,,,71.5617,28.0036,5.69,2023.8314,86.9123,26.9799,19.5,,1025.33,0.0,5356.57,19.0612,4.9622,82.3405,,-1.6275,39.5907,6.0436,82.85,1.2797,0.0,52.373,31.0498,,,3478.0647
Serbia,2013,28.4561,,,-5.7164,,,,,71.9462,24.1747,5.66,2082.0149,88.4117,27.3028,20.0,,669.51,0.0,4963.0,18.8131,5.3071,81.9409,,-0.2071,39.9177,6.2997,99.44,1.0514,0.0,56.0128,31.0647,,7.4,2798.2718
Serbia,2014,28.0367,,,-5.8153,,,,,65.0822,28.157,5.12,1861.5968,83.7594,34.224,23.2,,461.47,0.0,4621.39,18.5943,4.4348,81.5434,,1.4421,40.0915,6.1174,98.02,0.956,0.0,46.8062,31.0796,,6.7,4387.9095
Serbia,2015,27.8633,,,-5.3046,,,,,71.1029,27.8417,5.59,2080.5906,64.5531,28.2772,21.2,,874.62,0.0,5052.33,19.0642,5.2846,81.1272,,-1.0867,39.8011,5.606,94.39,0.5085,0.0,55.7749,31.0946,,6.7,2815.5532
Serbia,2016,25.5339,,,-4.9662,,,,,69.4372,30.0628,5.6,2165.8389,0.0,29.4911,20.9,,613.42,0.0,5109.21,17.5635,5.3042,80.7034,,0.7872,39.5152,5.7066,107.59,0.3883,0.0,55.9819,31.102,,6.6,4676.166
Serbia,2017,26.2823,,,-5.0815,,,,,71.6804,34.1393,5.61,2224.7852,0.0,26.7277,20.0,,823.75,0.0,5254.14,19.1874,6.06,80.2751,47.37,-1.39,39.0922,5.0578,90.75,0.4958,0.0,63.9586,31.1212,,6.6,3570.5859
Serbia,2018,27.1283,,,-4.8414,,,,,67.1049,35.064,5.28,2200.4041,0.0,31.1912,21.0,,672.15,0.0,4768.49,18.9393,6.2634,79.8377,,-0.9984,39.6067,5.2047,107.67,0.5846,0.0,66.1056,31.1228,6.0,6.6,3966.3811
Serbia,2019,22.6363,,,-5.1188,,,,,68.2394,35.9593,5.03,2201.7201,0.0,29.9533,21.4,,731.85,0.0,4641.91,19.5627,6.3316,79.4104,,-0.8241,39.5609,4.7647,107.81,0.4743,0.0,66.8253,31.1253,,7.6,3962.2119
Serbia,2020,22.5075,,,-4.9691,,,,,69.8019,30.0751,5.25,2291.6082,0.0,28.8541,26.0,,586.21,0.0,4929.64,18.6868,5.7455,82.0445,47.76,-0.9206,41.408,5.0537,110.92,0.2661,0.0,60.6399,32.3778,,7.6,4987.0534
Slovak Republic,2012,20.3422,36.1064,6.677,-6.2671,5.7403,2.8309,45.3814,8.3922,13.6268,58.1389,4.72,3220.5055,63.9321,20.2693,10.5,,452.66,0.0,6548.12,14.0633,2.8627,112.4517,,-1.4731,40.0807,1.7946,85.42,0.0309,0.0,5.2802,39.9153,,,9169.7347
Slovak Republic,2013,19.5809,36.3803,6.7204,-6.9853,5.7424,2.9969,45.8419,8.4682,12.2295,57.6005,4.78,3260.4444,63.7858,23.1375,10.7,,351.76,0.0,6483.63,14.3146,2.7427,112.5726,,-0.1601,39.3736,2.0743,93.53,0.0187,0.0,5.0587,39.9313,,35.9,5076.2636
Slovak Republic,2014,19.2661,33.9902,6.2728,-4.817,5.3766,2.9706,43.0451,7.9439,12.2477,59.7953,4.38,3013.3029,62.4582,23.6561,12.2,,241.15,0.0,5632.37,15.1885,2.4066,112.7007,,0.4077,39.297,2.6149,104.72,0.0147,0.0,4.4389,39.9539,,36.8,17366.174
Slovak Republic,2015,19.1867,34.526,6.3656,-5.3029,5.4529,3.1578,43.9296,8.0994,12.3852,57.358,4.28,3131.8628,61.468,23.4584,13.4,,499.93,0.0,6112.53,15.0626,2.4682,112.8031,,-1.6287,39.2787,2.046,89.58,0.013,0.0,4.5524,39.9682,,36.8,5282.6377
Slovak Republic,2016,17.8788,35.4446,6.5266,-5.374,5.4695,3.1736,44.8014,8.2495,12.0751,57.4894,4.22,3159.568,0.0,25.4064,13.1,,292.11,0.0,6340.75,14.8113,2.3894,112.9534,,0.3411,39.2263,2.0626,105.7,0.0121,0.0,4.4071,40.0035,,37.3,16941.7193
Slovak Republic,2017,18.1847,37.7288,6.9364,-5.2693,5.5091,3.0488,47.0651,8.6529,12.7623,61.8303,4.33,3316.826,0.0,24.6269,12.4,,385.85,0.0,6536.83,13.5639,2.3937,113.1288,70.0,-0.7305,39.0807,1.8481,91.88,0.0132,0.0,4.4151,40.0562,,37.3,14212.0331
Slovak Republic,2018,18.6788,37.2427,6.8376,-4.2956,5.4262,3.2525,46.6697,8.5683,13.2883,60.7892,4.14,3269.5725,0.0,22.5983,12.4,,440.98,0.0,5824.26,15.0619,2.3946,113.2856,,-1.5295,39.2887,2.0093,97.89,0.012,0.0,4.4167,40.0562,4.0,37.6,17697.5833
Slovak Republic,2019,15.8371,34.8074,6.3818,-5.065,5.3397,3.1178,44.0185,8.0706,9.5133,69.4729,3.98,3128.3634,0.0,24.1225,17.6,,433.5,0.0,5825.1,15.0627,2.4036,113.439,,-0.9747,39.2055,1.617,97.92,0.0095,0.0,4.4333,40.0562,,37.6,10331.9582
Slovak Republic,2020,15.3916,32.6439,5.98,-7.2438,5.4223,3.2113,41.9962,7.6933,7.6462,55.8609,3.99,3032.6427,0.0,24.7555,17.6,,281.77,0.0,6023.12,14.3127,2.3881,113.5363,74.1,-0.092,39.1639,1.7292,102.6,0.0078,0.0,4.4048,40.0562,,37.6,11947.8506
Slovenia,2012,18.343,15.517,7.5429,-7.0284,3.6508,0.7062,20.3663,9.9002,32.6937,51.5119,4.38,3428.8979,64.9898,28.701,20.2,98.62,506.33,0.0,5640.46,14.6891,6.2745,102.114,,-1.0832,30.3683,1.826,94.57,0.1681,0.146,4.9705,61.9189,,,904.1402
Slovenia,2013,18.1632,15.511,7.5298,-5.3301,3.6307,0.7038,20.324,9.8662,30.2801,47.3068,4.31,3334.759,63.6773,33.5634,22.5,98.62,454.27,0.0,5729.44,15.1863,7.8134,102.2817,,0.502,30.2984,1.8308,91.08,0.1573,0.1461,6.1896,61.9464,,55.3,636.3857
Slovenia,2014,17.797,14.126,6.8507,0.4441,3.3144,0.7136,18.6784,9.0585,21.5576,44.8246,4.08,3236.5902,59.6567,39.4852,22.9,98.62,231.36,0.0,4840.65,15.8129,6.6281,102.3823,,1.9111,30.5283,1.8214,97.67,0.2303,0.2234,5.2507,61.9563,,54.1,5385.6391
Slovenia,2015,17.7209,14.2949,6.9274,0.5409,3.3849,0.709,18.888,9.1532,29.0397,49.0811,3.94,3195.4751,60.7202,30.7115,21.4,98.62,531.23,0.0,5390.71,15.6858,6.0649,102.4461,,-0.4276,30.6063,1.9736,101.74,0.241,0.2354,4.8045,61.9582,,54.1,1023.41
Slovenia,2016,16.4518,15.0187,7.2728,0.6891,3.5228,0.7172,19.792,9.5843,30.3636,49.1782,3.94,3296.735,0.0,32.3426,21.0,98.62,356.98,0.0,5492.52,14.6864,5.9993,102.5242,,0.859,30.6563,1.8513,100.59,0.2352,0.2286,4.7525,61.8593,,54.1,5389.2435
Slovenia,2017,16.5027,15.3443,7.4257,0.6858,3.517,0.7108,20.0988,9.7265,29.548,51.1019,3.86,3390.6628,0.0,28.9136,19.7,98.62,511.04,0.0,5597.34,15.0642,6.2975,102.6109,75.81,-0.6712,30.5411,1.693,97.55,0.2335,0.2251,4.9888,61.77,,54.0,4888.3433
Slovenia,2018,18.1802,15.45,7.4498,0.7853,3.3955,0.687,20.0332,9.6597,28.3107,52.2004,3.66,3341.0997,0.0,33.2074,20.6,98.62,441.13,0.0,5142.13,15.5617,6.4976,102.9923,,-0.7147,30.3927,1.9913,102.6,0.2272,0.2172,5.1473,61.6744,6.0,54.0,8215.1941
Slovenia,2019,13.9082,14.8261,7.0993,-4.5643,3.3721,0.6843,19.3546,9.2677,27.8402,52.8492,3.48,3267.2967,0.0,32.5658,20.9,98.62,504.73,0.0,5140.88,15.437,6.3827,103.7119,,0.51,30.4066,1.7704,99.91,0.2056,0.1994,5.0562,61.5731,,54.0,3444.4409
Slovenia,2020,14.2912,13.5406,6.4405,-4.3724,3.3452,0.6801,18.0238,8.5729,25.381,45.7954,3.44,3068.8194,0.0,34.1666,22.7,98.62,335.01,0.0,5294.6,15.4359,6.7816,104.4089,83.89,0.2688,30.3177,1.8973,104.99,0.1844,0.1796,5.3723,61.4723,,40.0,3874.4094
Spain,2012,12.0395,284.9722,6.0927,-46.752,43.0283,19.6479,363.889,7.7799,18.8168,79.8546,3.13,2677.1804,75.1815,30.4411,15.8,97.19,1080.64,0.0,3815.99,23.6257,49.5787,93.5068,,-1.527,53.8614,2.3978,85.87,0.02,0.0,32.7032,37.0798,,,80495.7722
Spain,2013,11.2506,256.3568,5.5007,-46.2988,41.8616,20.0497,334.1026,7.1689,14.4704,76.657,2.96,2506.2554,72.7454,40.4695,16.9,97.19,923.89,0.0,3884.83,21.8739,44.1036,93.1693,,0.194,53.444,2.6095,104.22,0.0168,0.0,29.0917,37.0821,,11.1,63956.0449
Spain,2014,10.5799,255.241,5.4937,-48.9032,41.9178,19.8021,332.7515,7.162,16.2494,80.0508,2.86,2458.5718,71.7388,40.9223,17.3,97.19,872.21,0.0,3254.15,23.1255,44.7975,92.8825,,-0.3693,53.1337,2.527,94.5,0.0138,0.0,29.5495,37.0844,,10.1,74226.4322
Spain,2015,11.2555,271.5397,5.8493,-52.2532,42.885,20.2514,344.1544,7.4136,18.7518,80.0359,2.85,2552.4013,73.5326,35.7116,16.3,97.19,1102.6,0.0,3389.57,23.624,42.9639,92.9076,,-2.0952,53.1891,2.7233,99.39,0.0084,0.0,28.3399,37.1275,,14.1,65413.6941
Spain,2016,10.3388,263.0479,5.662,-52.5017,43.0971,20.6488,336.159,7.2357,13.6306,78.8825,2.78,2563.007,0.0,39.3498,16.7,97.19,1090.75,0.0,3547.61,23.124,42.5644,92.9974,,-0.6359,52.5772,2.8152,106.12,0.0071,0.0,28.0764,37.1429,,15.0,107562.1844
Spain,2017,10.4367,278.3849,5.9776,-53.2969,43.4265,21.0157,350.3164,7.5222,16.8098,80.8546,2.84,2690.4973,0.0,32.8921,15.2,97.19,1191.92,0.01,3337.31,24.3751,41.0279,93.2269,29.84,-2.5057,52.6387,2.8034,101.65,0.0137,0.0,27.0629,37.1522,,14.9,98458.6889
Spain,2018,10.1846,271.7891,5.8097,-53.7479,43.8153,21.2598,342.6507,7.3244,14.1067,81.0075,2.77,2666.2608,0.0,38.7587,16.9,97.19,977.65,0.0,3682.01,22.1243,40.0941,93.6383,,0.9037,52.4082,2.7013,117.73,0.0172,0.0,26.4469,37.1566,17.0,15.0,119648.8391
Spain,2019,9.3535,254.3514,5.3981,-52.3962,43.5605,20.6913,324.2336,6.8812,5.1168,82.9141,2.64,2573.9044,0.0,37.7725,16.7,97.19,1027.39,0.0,3473.53,23.8759,39.8289,94.3181,,-1.6438,52.4585,2.5198,106.52,0.0098,0.0,26.272,37.1677,,17.9,71021.8648
Spain,2020,9.5811,214.4546,4.5282,-51.4742,43.8319,20.7006,283.7113,5.9906,2.3347,73.4774,2.67,2303.5131,0.0,44.5277,19.3,97.19,1018.6,0.0,3407.66,22.8744,43.254,94.8029,32.7,-0.7235,52.3317,2.7847,117.43,0.0085,0.0,26.0971,37.1773,,17.9,101988.1764
Sweden,2012,6.6091,45.7287,4.8038,-60.5978,8.9367,5.9033,61.748,6.4866,0.8357,31.4711,4.52,5295.9281,30.8444,59.0985,48.3,61.54,5.73,0.0,10034.2,1.9379,3.699,23.3696,,1.8743,7.4422,1.2525,93.07,0.1439,0.0,1.4991,68.8266,,,234882.5392
Sweden,2013,6.5622,43.9685,4.5799,-60.4897,8.6784,5.8843,59.711,6.2197,0.9434,34.0046,4.41,5178.9349,29.8282,54.074,47.3,61.54,15.82,0.0,9463.5,4.0624,3.6084,23.5685,,-0.6138,7.4534,1.2306,93.19,0.0949,0.0,1.4623,68.7809,,12.6,197658.2741
Sweden,2014,6.7723,42.7792,4.412,-59.299,8.4554,5.9453,58.3613,6.019,0.7146,34.1036,4.19,4997.8799,29.5874,55.8687,48.6,61.54,90.25,0.0,8902.96,5.0628,3.5177,23.8035,,-0.5498,7.4534,1.2516,99.58,0.0734,0.0,1.4256,68.7353,,13.0,242522.7857
Sweden,2015,6.3026,42.9009,4.378,-56.8208,8.2663,6.0089,58.3909,5.9588,0.7779,32.8832,3.7,4573.5891,28.0233,63.3043,51.9,61.54,13.2,0.0,8993.95,4.187,3.4271,24.0583,,1.3113,7.435,1.3031,102.36,0.0702,0.0,1.3889,68.6945,,13.1,216031.2038
Sweden,2016,5.6978,42.49,4.2819,-53.9541,8.2142,6.059,58.0175,5.8467,0.6737,35.3637,3.9,4858.8994,0.0,57.2051,50.9,61.54,19.71,0.0,9369.18,3.6876,3.4583,24.3624,,0.266,7.4167,1.2812,98.06,0.0813,0.0,1.4015,68.6945,,12.9,310348.1356
Sweden,2017,6.0618,41.8362,4.1596,-47.9036,8.2362,6.0564,57.3362,5.7007,0.7482,28.6965,3.91,4926.8112,0.0,57.8893,51.8,61.54,2.73,0.0,9525.37,2.6874,3.4895,24.6929,45.13,1.0976,7.3933,1.321,100.86,0.1357,0.0,1.4142,68.6945,,15.0,331217.2905
Sweden,2018,6.2909,39.6483,3.8966,-41.4166,8.087,5.9694,54.8468,5.3902,0.8605,30.7466,3.91,4966.2611,0.0,55.8097,51.6,61.54,138.6,0.0,9351.74,3.8127,3.5206,24.9815,,-1.5657,7.3663,1.2501,84.05,0.1655,0.0,1.4268,68.6945,1.0,15.0,290151.3477
Sweden,2019,6.0687,39.4951,3.8424,-41.3656,8.1872,6.1393,54.9209,5.3431,0.7023,32.0197,3.73,4781.8757,0.0,58.7483,52.9,61.54,51.15,0.0,9415.19,3.0621,3.5518,25.2379,,0.7128,7.3782,1.2572,100.64,0.1191,0.0,1.4394,68.6997,,14.6,332890.8043
Sweden,2020,5.6367,38.0388,3.674,-40.9622,8.4105,6.2062,53.7054,5.1872,0.4022,34.4418,3.44,4284.9981,0.0,68.4807,57.8,61.54,50.81,0.0,8523.84,4.9375,3.583,25.4209,48.37,0.3577,7.3807,1.1962,101.05,0.1173,0.0,1.452,68.6997,,14.7,339968.3399
Switzerland,2012,12.6827,43.6002,5.4522,-0.4821,5.2145,2.0684,52.4878,6.5636,0.0,57.4194,2.01,3175.9709,51.3473,60.4691,21.9,,78.57,0.0,8487.93,11.0645,7.6278,202.3905,,0.3901,38.6677,0.6346,100.47,0.0007,0.0003,4.9505,31.4232,,,1517.1659
Switzerland,2013,12.4433,44.6067,5.5143,-0.288,5.411,2.0613,53.7462,6.6441,0.0,57.3949,2.05,3274.4995,52.5768,60.0795,21.8,,102.39,0.0,8781.22,10.8155,6.5599,204.7343,,0.4002,38.5854,0.6625,97.38,0.0014,0.0011,4.2574,31.5107,,24.8,793.3604
